Data	M1
Recipe	AU1404
Site Name	
Number of Points	1998
Number of Traces	11
X-Resolution	0.500751
Y-Resolution	20.000000
X-Coord	-7322.31
Y-Coord	34344.90

Normal	Data
1	         0	  -814.959	  -526.733	  -44.6807	   492.907	   725.545	   994.228	    1529.5	    1833.2	   2032.96	   2517.98
2	  -16.1162	  -818.414	  -514.249	  -41.9023	   473.087	   697.854	   988.817	   1512.33	   1843.55	   2004.72	   2463.32
3	  -33.3789	  -819.667	  -526.637	  -53.1514	   454.825	    683.24	   993.925	   1473.56	   1841.18	   1993.81	   2375.84
4	  -64.3799	  -838.403	  -504.884	  -62.7861	   445.314	   677.076	   985.664	   1450.01	   1844.61	   1979.94	   2331.49
5	  -77.5137	  -860.683	  -500.601	    -71.71	   424.241	   656.739	   1005.35	   1426.69	    1834.8	   1994.94	   2313.97
6	  -83.0117	  -888.579	  -511.405	  -91.3174	   400.904	   649.063	   1027.53	   1394.34	   1821.93	   2026.99	   2321.96
7	  -115.771	  -899.436	  -522.572	  -107.055	   386.719	   656.809	    1050.6	   1374.09	   1834.37	   2050.97	   2322.65
8	  -124.073	  -926.372	  -574.079	  -125.577	   351.595	   654.232	   1071.43	   1368.24	   1810.46	   2086.58	   2301.48
9	  -142.138	  -952.137	  -612.885	   -122.13	   316.232	   673.604	   1057.22	   1363.68	   1785.97	   2108.94	    2299.3
10	  -169.787	  -969.438	   -663.86	  -127.838	   287.642	   692.387	   1041.83	   1345.09	   1854.91	   2112.45	   2287.73
11	  -174.149	  -1009.67	  -681.956	  -140.581	   262.943	   685.566	   1024.68	   1359.09	   1851.27	    2110.5	    2274.3
12	  -179.844	   -1029.5	  -710.301	  -150.902	   241.103	    683.59	   1006.72	   1351.69	   1721.52	   2106.03	   2273.11
13	  -196.725	  -1049.64	  -741.705	  -179.913	   230.353	   668.134	   973.578	   1339.35	   1639.21	   2082.46	   2261.42
14	  -202.308	  -1059.68	   -762.78	  -197.563	   222.529	   646.468	   933.897	   1336.72	   1619.39	   2052.96	   2241.91
15	  -210.193	  -1061.63	  -801.588	   -203.21	    199.41	   615.526	   887.281	   1315.83	    1597.9	   2023.58	   2217.37
16	  -235.891	  -1058.73	  -803.598	  -217.928	   202.124	   604.804	    836.91	   1320.05	   1585.86	   1972.99	   2200.94
17	  -244.661	  -1063.72	  -799.984	  -243.304	   201.577	   585.128	   810.483	   1317.86	   1573.32	   1913.33	   2178.18
18	  -263.299	  -1079.48	  -775.977	  -256.875	   197.203	    555.03	   779.695	    1306.6	   1560.37	   1859.43	   2162.62
19	  -279.933	  -1068.82	   -757.26	  -280.636	   218.093	    540.37	   755.731	   1288.17	   1575.42	   1805.69	   2145.49
20	  -286.276	  -1075.46	  -752.919	  -302.916	   211.406	    502.15	    746.82	   1283.94	   1573.01	   1779.07	   2108.06
21	    -302.9	  -1081.16	  -754.069	  -294.177	   200.797	   491.375	   740.577	   1282.33	   1581.98	   1768.02	   2094.91
22	  -314.122	  -1067.81	  -759.005	  -305.521	   199.938	   475.085	   740.337	   1262.17	    1597.1	   1771.01	   2077.96
23	  -326.206	  -1078.79	  -744.826	  -314.114	   188.855	   444.535	   755.232	   1242.33	   1582.13	   1858.96	    2055.5
24	  -342.349	  -1111.41	  -760.627	   -318.44	   184.978	    426.52	   773.106	    1218.1	   1566.77	   1893.48	   2051.04
25	  -366.231	  -1126.58	   -777.19	  -333.833	   187.711	   407.315	   779.489	   1191.75	   1561.71	   1814.18	   2048.57
26	  -369.896	   -1141.6	  -803.486	  -344.547	   172.384	   397.998	   797.943	   1162.72	   1558.63	   1793.14	   2045.36
27	  -385.704	  -1169.27	  -851.632	  -352.299	   138.072	   397.321	   806.281	   1141.27	   1541.19	   1817.18	   2052.72
28	  -405.703	  -1183.34	  -884.868	  -355.045	   112.508	   404.623	   802.552	   1103.36	    1524.3	   1828.98	   2062.97
29	  -407.189	   -1217.6	  -910.403	  -369.788	   77.2031	   407.852	    796.77	   1089.03	   1492.38	   1844.08	   2044.97
