Data	M4
Recipe	AU1404
Site Name	
Number of Points	1998
Number of Traces	11
X-Resolution	0.500751
Y-Resolution	20.000000
X-Coord	-6634.71
Y-Coord	14400.92

Normal	Data
1	         0	  -747.689	  -694.388	  -349.079	    36.042	   251.428	   652.611	   1162.42	   1613.91	   1935.15	   2107.86
2	   18.1533	  -762.793	  -688.156	  -377.209	   36.0459	    263.47	   661.938	   1189.44	   1615.12	   1909.42	   2098.71
3	   41.0313	  -757.604	   -667.54	   -414.05	   20.5537	   269.773	    659.78	   1206.84	   1589.39	    1882.7	   2085.35
4	   62.4463	  -752.006	  -653.143	  -429.151	   1.64648	   258.335	   661.271	   1214.05	   1583.57	   1882.22	   2072.18
5	   73.7803	  -772.134	  -627.991	  -443.427	  -9.67285	   246.448	   651.755	   1216.06	   1574.69	   1872.77	   2060.25
6	   80.3408	  -751.851	  -598.746	  -442.962	  -24.0859	   229.895	   626.779	   1232.29	   1561.17	   1853.75	   2058.72
7	    84.248	  -751.774	  -600.016	  -431.185	  -48.3193	   228.989	   615.097	    1225.4	   1553.32	   1847.06	   2054.25
8	    76.168	   -745.65	  -589.054	  -420.717	  -60.3896	   209.902	   592.819	   1213.22	   1546.25	   1845.07	   2057.07
9	   81.0176	  -723.173	  -573.874	  -402.997	  -49.9639	   190.723	   574.123	   1222.57	   1534.58	   1841.72	   2092.12
10	   61.3145	  -714.531	  -587.038	  -391.788	  -67.7686	   180.321	   580.058	   1193.38	   1526.61	   1849.66	   2090.51
11	   46.8232	  -710.215	  -592.359	  -376.588	  -61.9287	   165.893	   563.757	   1178.03	   1522.96	    1864.5	   2108.91
12	    33.958	  -706.397	  -595.014	   -344.15	     -47.5	   173.601	   559.563	   1157.41	   1527.04	   1882.18	   2128.92
13	   6.08398	  -686.396	  -614.249	  -307.338	  -52.1816	   188.757	    580.56	   1121.29	   1540.33	   1897.97	    2132.2
