Data	M3
Recipe	AU1404
Site Name	
Number of Points	986
Number of Traces	11
X-Resolution	0.500508
Y-Resolution	20.000000
X-Coord	11147.11
Y-Coord	-4033.04

Normal	Data
1	         0	  -942.806	  -1050.67	  -298.542	    -520.6	   19719.4	  -829.847	  -529.632	  -443.336	  -473.413	  -325.217
2	   3.81934	  -940.787	  -1032.71	   -520.77	  -655.394	   19428.5	  -824.832	  -534.379	  -453.499	  -478.366	  -321.087
3	   31.6729	  -957.125	   -1012.3	  -830.202	  -799.838	   18602.9	  -806.471	  -536.125	  -443.348	  -469.396	  -320.687
4	   40.2646	  -971.057	  -1030.97	  -948.028	  -841.104	   18402.5	  -787.269	  -540.783	  -411.545	  -468.424	   -342.48
5	   79.0664	   -989.94	  -1026.65	  -952.155	  -850.627	   18346.3	  -781.407	  -560.915	  -439.273	  -473.647	  -365.286
6	    82.541	  -998.298	  -1005.17	   -968.82	  -841.423	   18315.2	  -768.985	  -579.564	  -434.857	  -456.597	   -374.89
7	   38.2988	  -1024.25	  -1031.59	  -975.619	  -847.534	   18290.6	  -747.646	  -564.454	  -423.283	  -436.261	  -376.886
8	   16.3799	  -1052.24	  -1076.93	  -976.586	  -847.002	   18279.3	  -733.818	   -520.03	  -456.762	  -434.025	  -371.912
9	   13.8662	  -1074.75	  -1091.04	  -969.695	  -833.601	   18287.6	  -741.433	  -204.703	  -468.415	  -429.118	  -346.249
10	   2.42383	  -1092.91	  -1106.67	  -990.188	  -822.045	   18252.9	  -735.652	   1114.68	   -489.32	  -428.919	  -312.984
11	   -6.0918	  -1097.78	   -1123.7	  -1031.56	  -823.798	   18249.9	  -745.486	   2920.93	  -483.448	   -420.86	  -311.813
12	   3.46484	  -1100.83	  -1095.85	   -1052.5	  -812.555	   18254.3	  -760.675	   4669.29	  -488.489	  -415.379	  -312.768
13	  -10.8076	   -1076.1	  -1087.31	  -1050.54	  -802.221	   18260.4	  -762.837	   6442.53	  -503.461	  -402.944	  -291.659
14	  -11.1973	  -1055.66	  -1088.01	  -1040.62	  -794.521	   18283.1	  -768.353	   8136.66	  -500.152	  -380.183	  -275.771
15	  -11.0566	  -1040.71	  -1072.51	  -1040.87	  -751.214	   18312.4	  -770.668	   9603.98	  -519.521	  -392.686	  -261.557
